Start Date	2014.01.01															
End Date	2019.01.01															
																
	SPX Index	AMZN US Equity	GOOGL US Equity	FB US Equity	MSFT US Equity	JNJ US Equity	PFE US Equity	XOM US Equity	JPM US Equity	BRK/A US Equity	BA US Equity	HD US Equity	WMT US Equity	WFC US Equity	VZ US Equity	PEP US Equity
	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price
Dates	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST
2015.12.21	2021,15	664,51	760,8	104,77	54,83	101,58	32,46	77,26	65,54	196801	140,9	131,31	59,55	54,02	45,9	98,62
2015.12.22	2038,97	663,15	767,13	105,51	55,35	102,71	32,52	77,65	65,68	199680	142,38	131,88	60,54	54,34	46,34	99,8
2015.12.23	2064,29	663,7	768,51	104,63	55,82	103,49	32,56	80,19	66,73	200000	144,06	133,11	61,09	55,04	46,95	100,64
2015.12.24	2060,99	662,79	765,84	105,02	55,67	103,72	32,62	79,33	66,6	201137	143,53	132,9	60,83	54,82	46,71	100,54
2015.12.25	2060,99	662,79	765,84	105,02	55,67	103,72	32,62	79,33	66,6	201137	143,53	132,9	60,83	54,82	46,71	100,54
2015.12.28	2056,5	675,2	782,24	105,93	55,95	103,22	32,42	78,74	66,38	199876	144,54	132,68	60,75	54,68	46,75	100,68
2015.12.29	2078,36	693,97	793,96	107,26	56,55	104,03	32,83	79,16	67,07	200050	147,35	133,7	61,61	55,29	47,21	101,45
2015.12.30	2063,36	689,07	790,3	106,22	56,31	103,78	32,75	78,11	66,59	200081	146,41	133,35	61,68	54,89	46,77	101,15
2015.12.31	2043,94	675,89	778,01	104,66	55,48	102,72	32,28	77,95	66,03	197800	144,59	132,25	61,3	54,36	46,22	99,92
2016.01.01	2043,94	675,89	778,01	104,66	55,48	102,72	32,28	77,95	66,03	197800	144,59	132,25	61,3	54,36	46,22	99,92
2016.01.04	2012,66	636,99	759,44	102,22	54,8	100,48	31,95	77,46	63,62	196295	140,5	131,07	61,46	52,91	45,87	98,77
2016.01.05	2016,71	633,79	761,53	102,73	55,05	100,9	32,18	78,12	63,73	196999,98	141,07	130,43	62,92	52,89	46,5	99,45
2016.01.06	1990,26	632,65	759,33	102,97	54,05	100,39	31,61	77,47	62,81	197415	138,83	129,08	63,55	51,88	45,52	99,48
2016.01.07	1943,09	607,94	741	97,92	52,17	99,22	31,4	76,23	60,27	195580	133,01	125,4	65,03	50,4	45,27	97,57
2016.01.08	1922,03	607,05	730,91	97,33	52,33	98,16	31	74,69	58,92	193900	129,99	123,9	63,54	49,56	44,83	97,21
2016.01.11	1923,67	617,74	733,07	97,51	52,3	97,57	31,07	73,69	58,83	193060,02	130,21	125,78	64,22	50,09	45,09	97,44
2016.01.12	1938,68	617,89	745,34	99,37	52,78	98,24	31	75,2	58,96	193999,98	131,92	127,49	63,62	51,36	44,93	97,62
2016.01.13	1890,28	581,81	719,57	95,44	51,64	97,02	30,37	75,65	57,34	190499,5	128,12	121,4	61,92	49,73	44,15	96,5
2016.01.14	1921,84	593	731,39	98,37	53,11	98,89	31,11	79,12	58,2	192250	129,2	119,62	63,06	50,64	44,87	95,81
2016.01.15	1880,33	570,18	710,49	94,97	50,99	97	30,81	77,58	57,04	190000	125,63	119,23	61,93	48,82	44,43	93,93
2016.01.18	1880,33	570,18	710,49	94,97	50,99	97	30,81	77,58	57,04	190000	125,63	119,23	61,93	48,82	44,43	93,93
2016.01.19	1881,33	574,48	719,08	95,26	50,56	97,5	30,69	76,4	57,01	191700	126,06	119,76	62,56	48,21	44,87	95,77
2016.01.20	1859,33	571,77	718,56	94,35	50,79	95,75	30,66	73,18	55,51	188470	122,14	116,46	60,84	47,87	44,42	93,77
2016.01.21	1868,99	575,02	726,67	94,16	50,48	95,94	30,58	74,1	55,25	189455	123,4	120,22	61,88	48,01	45,87	94,47
2016.01.22	1906,9	596,38	745,46	97,94	52,29	96,75	30,71	76,57	56,95	191395,98	124,61	122,76	62,69	49,02	47,04	95,85
2016.01.25	1877,08	596,53	733,62	97,01	51,79	96,4	30,5	73,98	55,66	187001	124,01	121,71	63,45	47,66	47,03	95,94
2016.01.26	1903,63	601,25	733,79	97,34	52,17	101,18	30,67	76,7	57,08	189640	128,01	122,2	64	48,26	48,25	96,32
2016.01.27	1882,95	583,35	717,58	94,45	51,22	102,16	30,52	75,29	57,04	189091	116,58	121,57	63,95	48,57	49,03	95,94
2016.01.28	1893,36	635,35	748,3	109,11	52,055	102,27	30,2	76,99	57,28	188300	118,01	122,28	64,22	48,92	49,01	97,45
2016.01.29	1940,24	587	761,35	112,21	55,09	104,44	30,49	77,85	59,5	194360,05	120,13	125,76	66,36	50,23	49,97	99,3
2016.02.01	1939,38	574,81	770,77	115,09	54,71	104,37	30,17	76,29	58,86	194759	121,56	126,51	67,5	49,94	50,76	99,03
2016.02.02	1903,03	552,1	780,91	114,61	53	103,41	30,14	74,59	57,03	189902	117,52	125,27	66,86	48,83	49,91	98,21
2016.02.03	1912,53	531,07	749,38	112,69	52,16	104,14	29,67	78,48	57,41	189861	121,87	123,79	66,27	47,6	50,62	98,72
2016.02.04	1915,45	536,26	730,03	110,49	52	103,9	29	79,83	58,4	192200	123,61	121,11	66,42	48,25	50,43	97,39
2016.02.05	1880,05	502,13	703,76	104,07	50,16	100,54	29,03	80,08	57,75	190820	122,56	116,43	67	47,86	50,97	97,32
2016.02.08	1853,44	488,1	704,16	99,75	49,41	102	28,56	81,16	56,54	191255,05	119,47	111,85	66,9	46,5	50,74	97,52
2016.02.09	1852,21	482,07	701,02	99,54	49,28	101,97	29,1	80,08	56,2	192635	118,88	113,86	65,81	46,45	50,15	98,28
2016.02.10	1851,86	490,48	706,85	101	49,71	101,73	29,49	79,35	55,52	190520	116,36	114,33	65,79	46,17	49,98	97,62
2016.02.11	1829,08	503,82	706,36	101,91	49,69	101,7	29,13	79,6	53,07	190000	108,44	113,27	65,32	45,16	49,39	96,9
2016.02.12	1864,78	507,08	706,89	102,01	50,5	101,82	29,36	81,03	57,49	193999	108,63	116,32	66,18	47,31	50,11	98,49
2016.02.15	1864,78	507,08	706,89	102,01	50,5	101,82	29,36	81,03	57,49	193999	108,63	116,32	66,18	47,31	50,11	98,49
2016.02.16	1895,58	521,1	717,64	101,61	51,09	102,32	29,81	81,22	58,35	193465	112,6	119,43	65,9	48,24	50,24	98,6
2016.02.17	1926,82	534,1	731,97	105,2	52,42	102,5	29,63	82	58,77	195903	116,34	121,21	66,11	48,13	50,32	99,55
2016.02.18	1917,83	525	717,51	103,47	52,19	104,24	29,55	82,45	57,81	196025	117,57	119,97	64,12	47,73	50,94	99,62
2016.02.19	1917,78	534,9	722,11	104,57	51,82	104,16	29,49	82,5	57,82	197310,25	115,16	121,69	64,66	48,09	50,86	99,58
2016.02.22	1945,5	559,5	729,05	107,16	52,65	104,75	30,05	82,39	58,57	198650	117,39	122,85	65,63	49,19	51,07	99,87
2016.02.23	1921,27	552,94	717,29	105,46	51,18	104,08	29,96	81,23	56,12	196502	116,9	124,53	66,48	48,1	50,63	99,54
2016.02.24	1929,8	554,04	720,9	106,88	51,36	104,96	30,02	81,52	56,14	196511	115,59	125,61	67,12	47,61	50,82	99,68
2016.02.25	1951,7	555,15	729,12	108,07	52,1	106,38	30,59	82,01	57,01	198899	116,82	126,86	68,04	47,75	51,11	100,67
2016.02.26	1948,05	555,23	724,86	107,92	51,3	105,78	30,23	81,75	57,54	198190,5	118,16	126,26	66,51	48,07	51,02	98,36
2016.02.29	1932,23	552,52	717,22	106,92	50,88	105,21	29,67	80,15	56,3	202555	118,18	124,12	66,34	46,92	50,73	97,82
2016.03.01	1978,35	579,04	742,17	109,82	52,58	107,22	30,04	81,28	59,2	205500	119,96	125,7	66,46	48,72	51,46	99,09
2016.03.02	1986,45	580,21	739,48	109,95	52,95	107,04	29,98	82,7	59,76	205500	119,65	125,59	66,21	49,57	52,12	98,33
2016.03.03	1993,4	577,49	731,59	109,58	52,35	106,65	29,89	82,4	59,96	206000	119,61	126,8	66,14	49,77	51,89	99,16
2016.03.04	1999,99	575,14	730,22	108,39	52,03	106,5	29,71	82,29	60,05	207945	121,07	125,56	66,78	50,11	51,81	100
2016.03.07	2001,76	562,8	712,8	105,73	51,03	106,74	29,79	84,46	59,94	208500	122,9	126,17	67,89	50,07	52,21	99,25
2016.03.08	1979,26	560,26	713,53	105,93	51,65	106,22	29,36	82,63	58,78	207989	122,35	126,72	68,04	49,05	52,46	99,74
2016.03.09	1989,26	559,47	725,41	107,51	52,84	106,84	29,74	82,4	59,12	209250	122,86	126,03	67,53	48,79	52,34	100,2
2016.03.10	1989,57	558,93	732,17	107,32	52,05	107,14	29,59	82,18	58,61	209120	122,94	125,89	67,41	48,51	52,32	100,78
2016.03.11	2022,19	569,61	744,87	109,41	53,07	107,71	30,5	82,19	59,34	211600	124,63	128,46	67,17	50,07	52,53	101,31
2016.03.14	2019,64	573,37	750,24	109,89	53,17	107,66	30,1	82,41	59,12	210300	126,34	128,84	67,36	49,88	52,54	100,65
2016.03.15	2015,93	577,02	750,57	110,67	53,59	107,76	29,54	82,82	59,2	211070	126,36	129,71	68,09	49,98	52,67	101,15
2016.03.16	2027,22	574,27	757,36	112,18	54,35	107,41	29,04	82,87	58,92	210200	127,57	130,45	67,99	49,54	53,21	100,83
2016.03.17	2040,59	559,44	758,48	111,02	54,66	106,74	29,34	84,1	58,75	213600	130,7	130,88	67,45	49,73	53,63	101,87
2016.03.18	2049,58	552,08	755,41	111,45	53,49	107,5	29,45	84,2	60,48	213330	133,96	131,35	66,95	50,54	53,24	101,29
2016.03.21	2051,6	553,98	762,16	111,85	53,86	107,28	30,07	83,62	60,46	213300,05	135,86	131,01	67,97	50,67	53,44	101,54
2016.03.22	2049,8	560,48	760,05	112,25	54,07	107,38	30,38	84,12	60,24	213400,05	135,12	130,59	67,87	50,37	53,21	100,77
2016.03.23	2036,71	569,63	757,56	112,54	53,97	108,5	30,19	83,75	59,94	211370	132,86	130,22	67,46	49,76	52,91	100,81
2016.03.24	2035,94	582,95	754,84	113,05	54,21	108,31	30,08	83,98	59,48	210530	132,12	130,46	68	48,9	53,56	100,68
2016.03.25	2035,94	582,95	754,84	113,05	54,21	108,31	30,08	83,98	59,48	210530	132,12	130,46	68	48,9	53,56	100,68
2016.03.28	2037,05	579,87	753,28	113,69	53,54	108,23	29,78	84,22	59,4	212125	131,29	131,08	68,12	48,7	53,4	100,98
2016.03.29	2055,01	593,86	765,89	116,14	54,71	109,14	30,05	84,53	59,03	212800	130,88	132,47	68,03	48,05	54,05	101,37
2016.03.30	2063,95	598,69	768,34	114,7	55,05	108,98	30,07	84,52	59,71	214035	128,58	133,42	68,8	48,65	54,04	102,69
2016.03.31	2059,74	593,64	762,9	114,1	55,23	108,2	29,64	83,59	59,22	213450	126,94	133,43	68,49	48,36	54,08	102,48
2016.04.01	2072,78	598,5	769,67	116,06	55,57	109,19	30,04	82,96	59,87	215740	126,96	134,85	69,06	48,45	54,01	103,78
2016.04.04	2066,13	593,19	765,12	112,55	55,43	108,59	30,72	83,16	59,2	215060	126,34	134,85	69,1	48,5	54,42	103,82
2016.04.05	2045,17	586,14	758,57	112,22	54,56	108,95	31,36	82,21	58,36	212340	127,03	134,58	68,64	47,51	54,09	103,1
2016.04.06	2066,66	602,08	768,07	113,71	55,12	109,42	32,93	83,31	58,81	212990	127,93	135,44	69,04	48,08	53,52	103,92
2016.04.07	2041,91	591,43	760,12	113,64	54,46	109,27	32,76	82,37	57,32	211400,5	127	133,87	68,22	46,93	52	103,6
2016.04.08	2047,6	594,6	759,47	110,63	54,42	109,1	32,5	83,21	57,74	211705	127,88	133,62	68,06	47,07	52,18	105,08
2016.04.11	2041,99	595,93	757,54	108,99	54,31	108,97	31,89	83,32	58,2	211660	127,91	133,01	67,4	47,03	51,61	104,3
2016.04.12	2061,72	603,17	764,32	110,61	54,65	109,6	31,96	84,35	59,28	213700	129,47	134,38	68,8	47,77	51,95	104,91
2016.04.13	2082,42	614,82	771,91	110,51	55,35	109,87	32,54	84,83	61,79	216130	131,14	133,84	69,15	49,03	51,29	104,12
2016.04.14	2082,78	620,75	775,39	110,84	55,36	109,84	32,65	85,43	62,59	215600	130,85	134,37	68,8	48,79	51,36	103,16
2016.04.15	2080,73	625,89	780	109,64	55,65	110,18	32,5	84,97	61,87	215110	131,13	135,01	69,06	48,25	51,35	103,77
2016.04.18	2094,34	635,35	787,68	110,45	56,46	110,93	32,61	85,78	62,27	216650	131,97	136,8	69,86	48,84	51,73	103,72
2016.04.19	2100,8	627,9	776,25	112,29	56,39	112,68	32,89	86,21	63,32	219000	132,68	135,44	69,77	49,88	52,08	104,32
2016.04.20	2102,4	632,99	774,92	112,42	55,59	113,58	33,23	86,8	64,24	218928	130,57	135,19	69,21	50,45	51,75	102,44
2016.04.21	2091,48	631	780	113,44	55,78	113,57	33,24	86,79	63,6	217460	130,74	134,6	68,47	50,05	50,03	100,99
2016.04.22	2091,58	620,5	737,77	110,56	51,78	113,32	33,27	87,53	63,97	219038	131,05	135,66	68,72	50,62	50,55	101,98
2016.04.25	2087,79	626,2	742,21	110,1	52,11	113,51	33,21	87,33	63,6	219278	130,75	135,65	69,47	50,51	50,76	102,8
2016.04.26	2091,7	616,88	725,37	108,76	51,44	112,91	33,05	87,63	63,93	220340	133,24	135,34	69,3	50,92	50,44	102,6
2016.04.27	2095,15	606,57	721,46	108,89	50,94	112,77	33	88,46	64,11	221430	137,08	135,75	69,42	50,93	51,69	102,63
2016.04.28	2075,81	602	705,06	116,73	49,9	112,48	32,91	88,03	63,6	219120	134,8	132,73	68,91	50,41	51,02	102,97
2016.04.29	2065,3	659,59	707,88	117,58	49,87	112,08	32,71	88,4	63,2	219000	134,8	133,89	66,87	49,98	50,94	102,96
2016.05.02	2081,43	683,85	714,41	118,57	50,61	112,75	32,8	89,13	63,79	220252,5	134,01	136,05	67,59	50,59	51,32	103,43
2016.05.03	2063,37	671,32	708,44	117,43	49,78	112,69	33,7	88,11	62,56	217354	132,49	134,54	67	50	50,68	103,56
2016.05.04	2051,12	670,9	711,37	118,06	49,87	112,22	33,4	87,94	61,57	216515	130,89	135,16	67,19	48,94	50,84	104,02
2016.05.05	2050,63	659,09	714,71	117,81	49,94	112,88	33,57	88,04	61,24	215880	132,08	134,67	67,21	48,96	50,84	104,21
2016.05.06	2057,14	673,95	725,18	119,49	50,39	112,74	33,58	88,51	61,6	216999,98	133,26	135,7	68,25	49,02	51,12	104,96
2016.05.09	2058,69	679,75	729,13	119,24	50,07	113,72	33,82	88,57	61,21	214430	132,1	136,24	68,95	48,88	51,08	105,28
2016.05.10	2084,39	703,07	739,38	120,5	51,02	114,67	33,8	89,99	62,04	216975	134,72	137,51	68,79	49,4	51,54	106,57
2016.05.11	2064,46	713,23	730,55	119,52	51,05	114,37	33,16	88,81	61,81	214468	133	134,3	66,41	49,08	51,15	105,72
2016.05.12	2064,11	717,93	728,07	120,28	51,51	114,23	33,19	89,67	61,77	214860	134,42	134,19	66,85	49,2	51,47	106,1
2016.05.13	2046,61	709,92	724,83	119,81	51,08	113,56	33,19	88,66	61,2	212140	132,12	133,13	64,94	48,24	50,94	104,18
2016.05.16	2066,66	710,66	730,3	118,67	51,83	114,44	33,38	89,57	61,66	212530	134,14	135,34	66,02	48,27	51,23	104,13
2016.05.17	2047,21	695,27	720,19	117,35	50,51	113,83	33,03	89,53	61,66	210695	132,56	132	65,1	47,62	50,9	102,37
2016.05.18	2047,63	697,45	721,78	117,65	50,81	113,59	33,17	89,35	64,04	212200	130,99	131,77	63,15	48,65	50,39	100,91
2016.05.19	2040,04	698,52	715,31	116,81	50,32	112,85	33,38	90,11	63,39	211179,98	128,08	131,73	69,2	48,38	49,63	101,33
2016.05.20	2052,32	702,8	721,71	117,35	50,62	112,64	33,74	89,74	63,51	212833	127,39	131,85	69,86	48,75	49,66	100,1
2016.05.23	2048,04	696,75	717,25	115,97	50,03	112,16	33,67	89,6	63,46	212210	127,58	131,42	69,5	48,7	49,14	100,42
2016.05.24	2076,06	704,2	733,03	117,7	51,59	112,69	34,1	89,67	64,54	215650	127,5	133,36	70,24	49,2	49,58	101,09
2016.05.25	2090,54	708,35	738,1	117,89	52,12	113,35	34,35	90,26	65,52	216185	128,86	133,2	70,48	50,5	49,85	101,09
2016.05.26	2090,1	714,91	736,93	119,47	51,89	112,9	34,43	89,8	65,03	214600	129,31	134,05	70,85	50,55	50,16	101,9
2016.05.27	2099,06	712,24	747,6	119,38	52,32	113,06	34,61	90,01	65,43	214303	129,22	133,94	70,75	50,85	50,62	101,96
2016.05.30	2099,06	712,24	747,6	119,38	52,32	113,06	34,61	90,01	65,43	214303	129,22	133,94	70,75	50,85	50,62	101,96
2016.05.31	2096,96	722,79	748,85	118,81	53	112,69	34,7	89,02	65,27	211695	126,15	132,12	70,78	50,72	50,9	101,17
2016.06.01	2099,33	719,44	748,46	118,78	52,85	112,78	34,75	89,24	65,69	212360	126,41	131,83	70,5	51	50,43	101,57
2016.06.02	2105,26	728,24	744,27	118,93	52,48	114,49	34,87	88,53	65,81	212355	126,85	132,41	70,95	51,11	50,77	102
2016.06.03	2099,13	725,54	735,86	118,47	51,79	114,76	34,69	88,37	64,64	211615	127,38	131,74	70,87	50,19	50,92	102,53
2016.06.06	2109,41	726,73	730,06	118,79	52,13	115,77	34,93	89,34	65,28	212880	131,9	129,19	71,05	50,49	50,71	102,7
2016.06.07	2112,13	723,74	731,09	117,76	52,1	115,73	34,84	90,71	65,06	212210	131,93	129,92	71,03	50,27	51,75	102,49
2016.06.08	2119,12	726,64	742,93	118,39	52,04	115,8	35,25	90,79	65,25	213500	133	129,59	71,28	50	51,52	103,18
2016.06.09	2115,48	727,65	742,52	118,56	51,62	117	35,31	90,67	64,75	213210	133,1	129,3	71,09	49,14	51,95	103,66
2016.06.10	2096,07	717,91	733,19	116,62	51,48	117,01	35,29	89,98	63,84	212622	131,14	128,83	71,14	48,34	52,67	103,31
2016.06.13	2079,06	715,24	731,88	113,95	50,14	116,79	34,74	90,59	63,27	211450	129,92	127,83	70,53	47,97	52,57	103,06
2016.06.14	2075,32	719,3	733,25	114,94	49,83	117,12	34,99	90,43	62,08	212070	130,5	125,24	70,95	46,88	52,99	103,23
2016.06.15	2071,5	714,26	732,19	114,6	49,69	116,41	34,79	90,16	61,97	210050	130,16	126,53	71,12	46,78	52,84	102,86
2016.06.16	2077,99	717,51	724,25	114,39	50,39	116,64	34,75	91,22	62,22	213000	129,37	127,36	71,3	46,85	53,46	103,85
2016.06.17	2071,22	706,39	704,25	113,02	50,13	115,48	34,22	90,72	62,28	211200	129,82	127,14	70,95	46,6	53,78	103,41
2016.06.20	2083,25	714,01	706,13	113,37	50,07	116,54	34,5	91,12	62,37	212630	132,75	127,62	71,1	46,93	53,76	103,37
2016.06.21	2088,9	715,82	708,88	114,38	51,19	116,18	34,75	91,53	62,95	215420	131,52	127,74	71,46	47,23	54,1	104,08
2016.06.22	2085,45	710,6	710,47	113,91	50,99	116,46	34,47	91,17	62,71	216266	131,77	127,6	71,75	46,97	54,03	103,74
2016.06.23	2113,32	722,08	714,87	115,08	51,91	117,38	34,59	91,8	64,05	218850	133,55	128,29	72,1	47,91	54,67	104,44
2016.06.24	2037,41	698,96	685,2	112,08	49,83	115,63	33,97	89,39	59,6	209852	126,52	126,4	71,96	45,71	54,43	101,98
2016.06.27	2000,54	691,36	681,14	108,97	48,43	116,55	33,8	88,86	57,61	208000	122,7	124,67	71,5	45,01	54,74	102,13
2016.06.28	2036,09	707,95	691,26	112,7	49,44	118,23	34,44	90,91	59,52	210400	123,89	127,53	71,51	46,1	54,82	102,14
2016.06.29	2070,77	715,6	695,19	114,16	50,54	119,33	35,01	92,46	61,2	212645	126,99	127,37	72,46	46,97	55,06	103,12
2016.06.30	2098,86	715,62	703,53	114,28	51,17	121,3	35,21	93,74	62,14	216975	129,87	127,69	73,02	47,33	55,84	105,94
2016.07.01	2102,95	725,68	710,25	114,19	51,16	121,29	35,57	93,84	61,26	216298	129,69	129,62	72,81	47,03	56,23	105,63
2016.07.04	2102,95	725,68	710,25	114,19	51,16	121,29	35,57	93,84	61,26	216298	129,69	129,62	72,81	47,03	56,23	105,63
2016.07.05	2088,55	728,1	704,89	114	51,17	122,27	35,81	93,02	59,55	212960	126,97	129,35	73,14	46,21	56,53	106,42
2016.07.06	2099,73	737,61	708,97	116,7	51,38	122,64	35,86	94,09	60,19	213620	126,96	131,57	73,82	46,65	56,26	105,92
2016.07.07	2097,9	736,57	707,26	115,85	51,38	122,51	35,77	92,96	60,58	212501	127,17	131,16	73,53	46,8	55,38	107,49
2016.07.08	2129,9	745,81	717,78	117,24	52,3	122,85	36,12	93,54	61,83	214720	130,09	134,34	73,84	47,79	55,9	108,27
2016.07.11	2137,16	753,78	727,2	117,87	52,59	122,93	36,15	93,89	62,27	215824	132,04	135,15	74,06	48,08	55,93	108,91
2016.07.12	2152,14	748,21	732,51	117,93	53,21	122,92	36,24	94,95	63,2	217050	130,81	134,84	73,27	48,35	55,47	108,79
2016.07.13	2152,43	742,63	729,48	116,78	53,51	123	36,31	94,88	63,16	218950	130,11	133,56	73,62	48,27	56	109,91
2016.07.14	2163,75	741,2	735,8	117,29	53,74	123,18	36,92	94,95	64,12	218590,5	131,55	134,54	73,7	48,94	55,84	109,96
2016.07.15	2161,74	735,44	735,63	116,86	53,7	123	36,77	95,12	64,18	218990	132,39	134,78	73,67	47,71	55,84	109,66
2016.07.18	2166,89	736,07	753,2	119,37	53,96	123,14	36,64	94,82	63,96	219900	133,43	136,34	73,84	48,28	55,93	109,21
2016.07.19	2163,78	739,95	753,41	120,61	53,09	125,25	36,64	94,47	63,86	220265	134,66	136,98	73,66	48,37	55,7	109,53
2016.07.20	2173,02	745,72	757,08	121,92	55,91	125,14	36,68	93,93	63,93	219187	134,72	137,41	73,79	48,61	55,62	108,92
2016.07.21	2165,17	744,43	754,41	120,61	55,8	125,15	36,71	93,85	63,69	216315	133,53	136,07	73,52	48,3	55,37	108,58
2016.07.22	2175,03	744,86	759,28	121	56,57	125,03	36,74	94,01	64,04	216805	133,47	136,52	73,55	48,32	56,1	109,19
2016.07.25	2168,48	739,61	757,52	121,63	56,73	124,89	36,78	92,2	63,87	216005	132,94	136,5	73,75	48,12	55,87	109,02
2016.07.26	2169,18	735,59	757,65	121,22	56,76	125,15	36,83	91,53	64,13	216400	134,85	136,75	73,73	47,97	54,81	108,2
2016.07.27	2166,58	736,67	761,97	123,34	56,19	124,77	36,85	90,91	64,33	216300	135,96	136,31	73,32	48	55,32	107,48
2016.07.28	2170,06	752,61	765,84	125	56,21	124,46	36,67	90,2	64,1	216660	133,01	137,96	73,24	48,13	54,86	108,13
2016.07.29	2173,6	758,81	791,34	123,94	56,68	125,23	36,89	88,95	63,97	216000	133,66	138,24	72,97	47,97	55,41	108,92
2016.08.01	2170,84	767,74	800,94	124,31	56,58	125,4	37,31	85,86	63,8	215960	133,21	138,77	73,78	47,81	54,5	108,93
2016.08.02	2157,03	760,58	800,12	123,09	56,58	124,85	36,39	87,04	63,65	214900	131,6	137,22	73,13	47,7	54	108,72
2016.08.03	2163,79	754,64	798,92	122,51	56,97	123,9	35,29	87,49	64,66	215300	131,87	137,06	72,94	47,57	53,9	108,04
2016.08.04	2164,25	760,77	797,25	124,36	57,39	123,86	35,15	87,48	64,56	214830	131,21	136,05	73,3	47,84	53,93	108,42
2016.08.05	2182,87	765,98	806,93	125,15	57,96	124,24	35,44	87,56	66,3	218010	131,73	136,91	73,76	48,68	53,64	108,66
2016.08.08	2180,89	766,56	805,23	125,26	58,06	123,65	34,93	88,59	66,1	218300	132,19	136,21	73,34	48,91	53,59	108,14
2016.08.09	2181,74	768,31	807,48	125,06	58,2	123,43	35,08	88,7	65,87	220605,05	132,62	136,11	73,54	48,93	53,66	108,28
2016.08.10	2175,49	768,56	808,49	124,88	58,02	123,36	35,13	86,41	65,28	220000	132,28	135,6	73,95	48,18	53,81	108,82
2016.08.11	2185,79	771,24	808,2	124,9	58,3	123,77	35,15	86,72	65,46	221890	133	137,04	73,8	48,24	53,86	108,48
2016.08.12	2184,05	772,56	807,05	124,88	57,94	123,22	34,98	87,85	65,32	221750	133,1	136,57	73,89	47,9	53,65	108,59
2016.08.15	2190,15	768,49	805,96	123,9	58,12	122,31	35,11	87,81	65,72	221995	134,66	137,06	73,32	48,27	53,61	108,72
2016.08.16	2178,15	764,04	801,19	123,3	57,44	120,33	34,79	87,92	65,71	220805	135	136,23	72,89	48,44	52,76	108
2016.08.17	2182,22	764,63	805,42	124,37	57,56	121,31	35,14	88,11	65,89	223889,98	134,72	136,15	72,93	48,61	53,17	108,47
2016.08.18	2187,02	764,46	802,75	123,91	57,6	120,72	35,19	88,91	65,95	223200	135	134,8	74,3	48,53	52,87	108,28
2016.08.19	2183,87	757,31	799,65	123,56	57,62	119,92	34,98	87,8	65,86	223040	134,44	135,46	72,81	48,65	52,45	108,17
2016.08.22	2182,64	759,48	796,95	124,15	57,67	119,13	34,84	87,99	65,8	222446	134,99	135,34	72,7	48,63	52,55	107,96
2016.08.23	2186,9	762,45	796,59	124,37	57,89	119,44	35,09	87,72	65,77	223500	134,14	136,22	71,97	48,41	52,63	107,88
2016.08.24	2175,44	757,25	793,6	123,48	57,95	118,71	34,82	88,02	65,95	222824	133,29	135,06	72,23	48,63	52,53	108,11
2016.08.25	2172,47	759,22	791,3	123,89	58,17	118,57	34,77	87,46	66,07	222999	132,98	135,43	71,22	48,38	52,75	107,88
2016.08.26	2169,04	769	793,22	124,96	58,03	119,04	34,82	87,27	66,22	222040	132,23	134,36	71,14	48,51	52,07	107,45
2016.08.29	2180,38	771,29	795,82	126,54	58,1	119,92	35,11	87,84	66,95	223400,05	132,9	135,24	71,4	49,56	52,5	107,99
2016.08.30	2176,12	767,58	791,92	125,84	57,89	119,47	34,88	87,52	67,5	224850	130,81	134,1	71,31	50,62	52,27	107,21
2016.08.31	2170,95	769,16	789,85	126,12	57,46	119,34	34,8	87,14	67,5	225760	129,45	134,12	71,44	50,8	52,33	106,75
2016.09.01	2170,86	770,62	791,4	126,17	57,59	119,08	34,68	86,84	67,21	225350,02	129,9	134,23	72,84	50,43	52,56	107,29
2016.09.02	2179,98	772,44	796,87	126,51	57,67	119,32	34,77	87,42	67,49	226050	131,16	135,15	72,5	50,55	52,88	107,87
2016.09.05	2179,98	772,44	796,87	126,51	57,67	119,32	34,77	87,42	67,49	226050	131,16	135,15	72,5	50,55	52,88	107,87
2016.09.06	2186,48	788,87	808,02	129,73	57,61	119,75	34,77	88,57	67,44	225849	132,99	134,1	73	49,99	53,51	107,92
2016.09.07	2186,16	784,48	807,99	131,05	57,66	119,61	34,84	88,24	67,16	224230	132,64	132,79	72,06	49,77	53,71	107,21
2016.09.08	2181,3	784,06	802,84	130,27	57,43	119,47	34,72	89,05	67,25	224740	132,9	131,26	71,83	49,9	53,6	106,88
2016.09.09	2127,81	760,14	788,48	127,1	56,21	118,23	34,1	86,84	66,65	220109,98	128,53	127,74	70,3	48,72	51,82	104,05
2016.09.12	2159,04	771,49	798,82	128,69	57,05	119,16	34,65	87,29	67,06	223520	130,12	128,59	71,94	48,54	52,57	106,02
2016.09.13	2127,02	761,01	788,72	127,21	56,53	117,61	34,04	85,21	66,53	219150	128,76	125,72	71,46	46,96	51,45	104,59
